nanoseconds,logic,logic
15416,1,1
15500,1,1
15583,1,1
15666,1,1
15750,1,1
15833,1,1
15916,1,1
16000,1,1
16083,1,1
16166,1,1
16249,1,1
16333,1,1
16416,1,1
16500,1,1
16583,1,1
16666,1,1
16750,1,1
16833,1,1
16916,1,1
17000,1,1
17083,1,1
17166,1,1
17250,1,1
17333,1,1
17416,1,1
17500,1,1
17583,1,1
17666,1,1
17750,1,1
17833,1,1
17916,1,1
18000,1,1
18083,1,1
18166,1,1
18250,1,1
18333,1,1
18416,1,1
18500,1,1
18583,1,1
18666,1,1
18750,1,1
18833,1,1
18916,1,1
19000,1,1
19083,1,1
19166,1,1
19250,1,1
19333,1,1
19416,1,1
19500,1,1
19583,1,1
19666,1,1
19750,1,1
19833,1,1
19916,1,1
20000,1,1
20083,1,1
20166,1,1
20250,1,1
20333,1,1
20416,1,1
20500,1,1
20583,1,1
20666,1,1
20750,1,1
20833,1,1
20916,1,1
21000,1,1
21083,1,1
21166,1,1
21250,1,1
21333,1,1
21416,1,1
21500,1,1
21583,1,1
21666,1,1
21750,1,1
21833,1,1
21916,1,1
22000,1,1
22083,1,1
22166,1,1
22250,1,1
22333,1,1
22416,1,1
22500,1,1
22583,1,1
22666,1,1
22750,1,1
22833,1,1
22916,1,1
23000,1,1
23083,1,1
23166,1,1
23250,1,1
23333,1,1
23416,1,1
23500,1,1
23583,1,1
23666,1,1
23750,1,1
23833,1,1
23916,1,1
24000,1,1
24083,1,1
24166,1,1
24250,1,1
24333,1,1
24416,1,1
24500,1,1
24583,1,1
24666,1,1
24750,1,1
24833,1,1
24916,1,1
25000,1,1
25083,1,1
25166,1,1
25250,1,1
25333,1,1
25416,1,1
25500,1,1
25583,1,1
25666,1,1
25750,1,1
25833,1,1
25916,1,1
26000,1,1
26083,1,1
26166,1,1
26250,1,1
26333,1,1
26416,1,1
26500,1,1
26583,1,1
26666,1,1
26750,1,1
26833,1,1
26916,1,1
27000,1,1
27083,1,1
27166,1,1
27250,1,1
27333,1,1
27416,1,1
27500,1,1
27583,1,1
27666,1,1
27750,1,1
27833,1,1
27916,1,1
28000,1,1
28083,1,1
28166,1,1
28250,1,1
28333,1,1
28416,1,1
28500,1,1
28583,1,1
28666,1,1
28750,1,1
28833,1,1
28916,1,1
29000,1,1
29083,1,1
29166,1,1
29250,1,1
29333,1,1
29416,1,1
29500,1,1
29583,1,1
29666,1,1
29750,1,1
29833,1,1
29916,1,1
30000,1,1
30083,1,1
30166,1,1
30250,1,1
30333,1,1
30416,1,1
30500,1,1
30583,1,1
30666,1,1
30750,1,1
30833,1,1
30916,1,1
31000,1,1
31083,1,1
31166,1,1
31250,1,1
31333,1,1
31416,1,1
31500,1,1
31583,1,1
31666,1,1
31750,1,1
31833,1,1
31916,1,1
32000,1,1
32083,1,1
32166,0,1
32249,0,1
32333,0,1
32416,0,1
32499,0,1
32583,0,1
32666,0,1
32750,0,1
32833,0,1
32916,0,1
33000,0,1
33083,0,1
33166,0,1
33250,0,1
33333,0,1
33416,0,1
33500,0,1
33583,0,1
33666,0,1
33750,0,1
33833,0,1
33916,0,1
34000,0,1
34083,0,1
34166,0,1
34250,0,1
34333,0,1
34416,0,1
34500,0,1
34583,0,1
34666,0,1
34750,0,1
34833,0,1
34916,0,1
35000,0,1
35083,0,1
35166,0,1
35250,0,1
35333,0,1
35416,0,1
35500,0,1
35583,0,1
35666,0,1
35750,0,1
35833,0,1
35916,0,1
36000,0,1
36083,0,1
36166,0,1
36250,0,1
36333,0,1
36416,0,1
36500,0,1
36583,0,1
36666,0,1
36750,0,1
36833,0,1
36916,0,0
37000,0,0
37083,0,0
37166,0,0
37250,0,0
37333,1,0
37416,1,0
37500,1,0
37583,1,0
37666,1,0
37750,1,0
37833,1,0
37916,1,0
38000,1,0
38083,1,0
38166,1,0
38250,1,0
38333,1,0
38416,1,0
38500,1,0
38583,1,0
38666,1,0
38750,1,0
38833,1,0
38916,1,0
39000,1,0
39083,1,0
39166,1,0
39250,1,0
39333,1,0
39416,1,0
39500,1,0
39583,1,0
39666,1,0
39750,1,0
39833,1,0
39916,1,0
40000,1,0
40083,1,0
40166,1,0
40250,1,0
40333,1,0
40416,1,0
40500,1,0
40583,1,0
40666,1,0
40750,1,0
40833,1,0
40916,1,0
41000,1,0
41083,1,0
41166,1,0
41250,1,0
41333,1,0
41416,1,0
41500,1,0
41583,1,0
41666,1,0
41750,1,0
41833,1,0
41916,1,0
42000,1,1
42083,1,1
42166,1,1
42250,1,1
42333,1,1
42416,1,1
42500,1,1
42583,1,1
42666,1,1
42750,1,1
42833,1,1
42916,1,1
43000,1,1
43083,1,1
43166,1,1
43250,1,1
43333,1,1
43416,1,1
43500,1,1
43583,1,1
43666,1,1
43750,1,1
43833,1,1
43916,1,1
44000,1,1
44083,1,1
44166,1,1
44250,1,1
44333,1,1
44416,1,1
44500,1,1
44583,1,1
44666,1,1
44750,1,1
44833,1,1
44916,1,1
45000,1,1
45083,1,1
45166,1,1
45250,1,1
45333,1,1
45416,1,1
45500,1,1
45583,1,1
45666,1,1
45750,1,1
45833,1,1
45916,1,1
46000,1,1
46083,1,1
46166,1,1
46250,1,1
46333,1,1
46416,1,1
46500,1,1
46583,1,1
46666,1,1
46750,1,1
46833,1,1
46916,1,0
47000,1,0
47083,1,0
47166,1,0
47250,1,0
47333,1,0
47416,1,0
47500,1,0
47583,1,0
47666,1,0
47750,1,0
47833,1,0
47916,1,0
48000,1,0
48083,1,0
48166,1,0
48250,1,0
48333,1,0
48416,1,0
48500,1,0
48583,1,0
48666,1,0
48750,1,0
48833,1,0
48916,1,0
49000,1,0
49083,1,0
49166,1,0
49250,1,0
49333,1,0
49416,1,0
49500,1,0
49583,1,0
49666,1,0
49750,1,0
49833,1,0
49916,1,0
50000,1,0
50083,1,0
50166,1,0
50250,1,0
50333,1,0
50416,1,0
50500,1,0
50583,1,0
50666,1,0
50750,1,0
50833,1,0
50916,1,0
51000,1,0
51083,1,0
51166,1,0
51250,1,0
51333,1,0
51416,1,0
51500,1,0
51583,1,0
51666,1,0
51750,1,0
51833,1,0
51916,1,0
52000,1,1
52083,1,1
52166,1,1
52250,1,1
52333,1,1
52416,1,1
52500,1,1
52583,1,1
52666,1,1
52750,1,1
52833,1,1
52916,1,1
53000,1,1
53083,1,1
53166,1,1
53250,1,1
53333,1,1
53416,1,1
53500,1,1
53583,1,1
53666,1,1
53750,1,1
53833,1,1
53916,1,1
54000,1,1
54083,1,1
54166,1,1
54250,1,1
54333,1,1
54416,1,1
54500,1,1
54583,1,1
54666,1,1
54750,1,1
54833,1,1
54916,1,1
55000,1,1
55083,1,1
55166,1,1
55250,1,1
55333,1,1
55416,1,1
55500,1,1
55583,1,1
55666,1,1
55750,1,1
55833,1,1
55916,1,1
56000,1,1
56083,1,1
56166,1,1
56250,1,1
56333,1,1
56416,1,1
56500,1,1
56583,1,1
56666,1,1
56750,1,1
56833,1,1
56916,1,0
57000,1,0
57083,1,0
57166,1,0
57250,0,0
57333,0,0
57416,0,0
57500,0,0
57583,0,0
57666,0,0
57750,0,0
57833,0,0
57916,0,0
58000,0,0
58083,0,0
58166,0,0
58250,0,0
58333,0,0
58416,0,0
58500,0,0
58583,0,0
58666,0,0
58750,0,0
58833,0,0
58916,0,0
59000,0,0
59083,0,0
59166,0,0
59250,0,0
59333,0,0
59416,0,0
59500,0,0
59583,0,0
59666,0,0
59750,0,0
59833,0,0
59916,0,0
60000,0,0
60083,0,0
60166,0,0
60250,0,0
60333,0,0
60416,0,0
60500,0,0
60583,0,0
60666,0,0
60750,0,0
60833,0,0
60916,0,0
61000,0,0
61083,0,0
61166,0,0
61250,0,0
61333,0,0
61416,0,0
61500,0,0
61583,0,0
61666,0,0
61750,0,0
61833,0,0
61916,0,1
62000,0,1
62083,0,1
62166,0,1
62249,0,1
62333,0,1
62416,0,1
62500,0,1
62583,0,1
62666,0,1
62749,0,1
62833,0,1
62916,0,1
63000,0,1
63083,0,1
63166,0,1
63250,0,1
63333,0,1
63416,0,1
63500,0,1
63583,0,1
63666,0,1
63750,0,1
63833,0,1
63916,0,1
64000,0,1
64083,0,1
64166,0,1
64250,0,1
64333,0,1
64416,0,1
64499,0,1
64583,0,1
64666,0,1
64750,0,1
64833,0,1
64916,0,1
64999,0,1
65083,0,1
65166,0,1
65250,0,1
65333,0,1
65416,0,1
65500,0,1
65583,0,1
65666,0,1
65750,0,1
65833,0,1
65916,0,1
66000,0,1
66083,0,1
66166,0,1
66250,0,1
66333,0,1
66416,0,1
66500,0,1
66583,0,1
66666,0,1
66750,0,1
66833,0,1
66916,0,0
67000,0,0
67083,0,0
67166,0,0
67250,0,0
67333,1,0
67416,1,0
67500,1,0
67583,1,0
67666,1,0
67750,1,0
67833,1,0
67916,1,0
68000,1,0
68083,1,0
68166,1,0
68250,1,0
68333,1,0
68416,1,0
68500,1,0
68583,1,0
68666,1,0
68750,1,0
68833,1,0
68916,1,0
69000,1,0
69083,1,0
69166,1,0
69250,1,0
69333,1,0
69416,1,0
69500,1,0
69583,1,0
69666,1,0
69750,1,0
69833,1,0
69916,1,0
70000,1,0
70083,1,0
70166,1,0
70250,1,0
70333,1,0
70416,1,0
70500,1,0
70583,1,0
70666,1,0
70750,1,0
70833,1,0
70916,1,0
71000,1,0
71083,1,0
71166,1,0
71250,1,0
71333,1,0
71416,1,0
71500,1,0
71583,1,0
71666,1,0
71750,1,0
71833,1,0
71916,1,1
72000,1,1
72083,1,1
72166,1,1
72250,1,1
72333,1,1
72416,1,1
72500,1,1
72583,1,1
72666,1,1
72750,1,1
72833,1,1
72916,1,1
73000,1,1
73083,1,1
73166,1,1
73250,1,1
73333,1,1
73416,1,1
73500,1,1
73583,1,1
73666,1,1
73750,1,1
73833,1,1
73916,1,1
74000,1,1
74083,1,1
74166,1,1
74250,1,1
74333,1,1
74416,1,1
74500,1,1
74583,1,1
74666,1,1
74750,1,1
74833,1,1
74916,1,1
75000,1,1
75083,1,1
75166,1,1
75250,1,1
75333,1,1
75416,1,1
75500,1,1
75583,1,1
75666,1,1
75750,1,1
75833,1,1
75916,1,1
76000,1,1
76083,1,1
76166,1,1
76250,1,1
76333,1,1
76416,1,1
76500,1,1
76583,1,1
76666,1,1
76750,1,1
76833,1,1
76916,1,0
77000,1,0
77083,1,0
77166,1,0
77250,0,0
77333,0,0
77416,0,0
77500,0,0
77583,0,0
77666,0,0
77750,0,0
77833,0,0
77916,0,0
78000,0,0
78083,0,0
78166,0,0
78250,0,0
78333,0,0
78416,0,0
78500,0,0
78583,0,0
78666,0,0
78750,0,0
78833,0,0
78916,0,0
79000,0,0
79083,0,0
79166,0,0
79250,0,0
79333,0,0
79416,0,0
79500,0,0
79583,0,0
79666,0,0
79750,0,0
79833,0,0
79916,0,0
80000,0,0
80083,0,0
80166,0,0
80250,0,0
80333,0,0
80416,0,0
80500,0,0
80583,0,0
80666,0,0
80750,0,0
80833,0,0
80916,0,0
81000,0,0
81083,0,0
81166,0,0
81250,0,0
81333,0,0
81416,0,0
81500,0,0
81583,0,0
81666,0,0
81750,0,0
81833,0,0
81916,0,1
82000,0,1
82083,0,1
82166,0,1
82250,0,1
82333,0,1
82416,0,1
82500,0,1
82583,0,1
82666,0,1
82750,0,1
82833,0,1
82916,0,1
83000,0,1
83083,0,1
83166,0,1
83250,0,1
83333,0,1
83416,0,1
83500,0,1
83583,0,1
83666,0,1
83750,0,1
83833,0,1
83916,0,1
84000,0,1
84083,0,1
84166,0,1
84250,0,1
84333,0,1
84416,0,1
84500,0,1
84583,0,1
84666,0,1
84750,0,1
84833,0,1
84916,0,1
85000,0,1
85083,0,1
85166,0,1
85250,0,1
85333,0,1
85416,0,1
85500,0,1
85583,0,1
85666,0,1
85750,0,1
85833,0,1
85916,0,1
86000,0,1
86083,0,1
86166,0,1
86250,0,1
86333,0,1
86416,0,1
86500,0,1
86583,0,1
86666,0,1
86750,0,1
86833,0,0
86916,0,0
87000,0,0
87083,0,0
87166,0,0
87250,0,0
87333,0,0
87416,0,0
87500,0,0
87583,0,0
87666,0,0
87750,0,0
87833,0,0
87916,0,0
88000,0,0
88083,0,0
88166,0,0
88250,0,0
88333,0,0
88416,0,0
88500,0,0
88583,0,0
88666,0,0
88750,0,0
88833,0,0
88916,0,0
89000,0,0
89083,0,0
89166,0,0
89250,0,0
89333,0,0
89416,0,0
89500,0,0
89583,0,0
89666,0,0
89750,0,0
89833,0,0
89916,0,0
90000,0,0
90083,0,0
90166,0,0
90250,0,0
90333,0,0
90416,0,0
90500,0,0
90583,0,0
90666,0,0
90750,0,0
90833,0,0
90916,0,0
91000,0,0
91083,0,0
91166,0,0
91250,0,0
91333,0,0
91416,0,0
91500,0,0
91583,0,0
91666,0,0
91750,0,0
91833,0,0
91916,0,1
92000,0,1
92083,0,1
92166,0,1
92250,0,1
92333,0,1
92416,0,1
92500,0,1
92583,0,1
92666,0,1
92750,0,1
92833,0,1
92916,0,1
93000,0,1
93083,0,1
93166,0,1
93250,0,1
93333,0,1
93416,0,1
93500,0,1
93583,0,1
93666,0,1
93750,0,1
93833,0,1
93916,0,1
94000,0,1
94083,0,1
94166,0,1
94250,0,1
94333,0,1
94416,0,1
94500,0,1
94583,0,1
94666,0,1
94750,0,1
94833,0,1
94916,0,1
95000,0,1
95083,0,1
95166,0,1
95250,0,1
95333,0,1
95416,0,1
95500,0,1
95583,0,1
95666,0,1
95750,0,1
95833,0,1
95916,0,1
96000,0,1
96083,0,1
96166,0,1
96250,0,1
96333,0,1
96416,0,1
96500,0,1
96583,0,1
96666,0,1
96750,0,1
96833,0,0
96916,0,0
97000,0,0
97083,0,0
97166,0,0
97250,0,0
97333,0,0
97416,0,0
97500,0,0
97583,0,0
97666,0,0
97750,0,0
97833,0,0
97916,0,0
98000,0,0
98083,0,0
98166,0,0
98250,0,0
98333,0,0
98416,0,0
98500,0,0
98583,0,0
98666,0,0
98750,0,0
98833,0,0
98916,0,0
99000,0,0
99083,0,0
99166,0,0
99250,0,0
99333,0,0
99416,0,0
99500,0,0
99583,0,0
99666,0,0
99750,0,0
99833,0,0
99916,0,0
100000,0,0
100083,0,0
100166,0,0
100250,0,0
100333,0,0
100416,0,0
100500,0,0
100583,0,0
100666,0,0
100750,0,0
100833,0,0
100916,0,0
101000,0,0
101083,0,0
101166,0,0
101250,0,0
101333,0,0
101416,0,0
101500,0,0
101583,0,0
101666,0,0
101750,0,0
101833,0,0
101916,0,1
102000,0,1
102083,0,1
102166,0,1
102250,0,1
102333,0,1
102416,0,1
102500,0,1
102583,0,1
102666,0,1
102750,0,1
102833,0,1
102916,0,1
103000,0,1
103083,0,1
103166,0,1
103250,0,1
103333,0,1
103416,0,1
103500,0,1
103583,0,1
103666,0,1
103750,0,1
103833,0,1
103916,0,1
104000,0,1
104083,0,1
104166,0,1
104250,0,1
104333,0,1
104416,0,1
104500,0,1
104583,0,1
104666,0,1
104750,0,1
104833,0,1
104916,0,1
105000,0,1
105083,0,1
105166,0,1
105250,0,1
105333,0,1
105416,0,1
105500,0,1
105583,0,1
105666,0,1
105750,0,1
105833,0,1
105916,0,1
106000,0,1
106083,0,1
106166,0,1
106250,0,1
106333,0,1
106416,0,1
106500,0,1
106583,0,1
106666,0,1
106750,0,1
106833,0,0
106916,0,0
107000,0,0
107083,0,0
107166,0,0
107250,0,0
107333,0,0
107416,0,0
107500,0,0
107583,0,0
107666,0,0
107750,0,0
107833,0,0
107916,0,0
108000,0,0
108083,0,0
108166,0,0
108250,0,0
108333,0,0
108416,0,0
108500,0,0
108583,0,0
108666,0,0
108750,0,0
108833,0,0
108916,0,0
109000,0,0
109083,0,0
109166,0,0
109250,0,0
109333,0,0
109416,0,0
109500,0,0
109583,0,0
109666,0,0
109750,0,0
109833,0,0
109916,0,0
110000,0,0
110083,0,0
110166,0,0
110250,0,0
110333,0,0
110416,0,0
110500,0,0
110583,0,0
110666,0,0
110750,0,0
110833,0,0
110916,0,0
111000,0,0
111083,0,0
111166,0,0
111250,0,0
111333,0,0
111416,0,0
111500,0,0
111583,0,0
111666,0,0
111750,0,0
111833,0,0
111916,0,1
112000,0,1
112083,0,1
112166,0,1
112250,0,1
112333,0,1
112416,0,1
112500,0,1
112583,0,1
112666,0,1
112750,0,1
112833,0,1
112916,0,1
113000,0,1
113083,0,1
113166,0,1
113250,0,1
113333,0,1
113416,0,1
113500,0,1
113583,0,1
113666,0,1
113750,0,1
113833,0,1
113916,0,1
114000,0,1
114083,0,1
114166,0,1
114250,0,1
114333,0,1
114416,0,1
114500,0,1
114583,0,1
114666,0,1
114750,0,1
114833,0,1
114916,0,1
115000,0,1
115083,0,1
115166,0,1
115250,0,1
115333,0,1
115416,0,1
115500,0,1
115583,0,1
115666,0,1
115750,0,1
115833,0,1
115916,0,1
116000,0,1
116083,0,1
116166,0,1
116250,0,1
116333,0,1
116416,0,1
116500,0,1
116583,0,1
116666,0,1
116750,0,1
116833,0,0
116916,0,0
117000,0,0
117083,0,0
117166,0,0
117250,0,0
117333,0,0
117416,0,0
117500,0,0
117583,0,0
117666,0,0
117750,0,0
117833,0,0
117916,0,0
118000,0,0
118083,0,0
118166,0,0
118250,0,0
118333,0,0
118416,0,0
118500,0,0
118583,0,0
118666,0,0
118750,0,0
118833,0,0
118916,0,0
119000,0,0
119083,0,0
119166,0,0
119250,0,0
119333,0,0
119416,0,0
119500,0,0
119583,0,0
119666,0,0
119750,0,0
119833,0,0
119916,0,0
120000,0,0
120083,0,0
120166,0,0
120250,0,0
120333,0,0
120416,0,0
120500,0,0
120583,0,0
120666,0,0
120750,0,0
120833,0,0
120916,0,0
121000,0,0
121083,0,0
121166,0,0
121250,0,0
121333,0,0
121416,0,0
121500,0,0
121583,0,0
121666,0,0
121750,0,0
121833,0,0
121916,0,1
122000,0,1
122083,0,1
122166,0,1
122249,0,1
122333,0,1
122416,0,1
122500,0,1
122583,0,1
122666,0,1
122750,0,1
122833,0,1
122916,0,1
123000,0,1
123083,0,1
123166,0,1
123249,0,1
123333,0,1
123416,0,1
123500,0,1
123583,0,1
123666,0,1
123750,0,1
123833,0,1
123916,0,1
124000,0,1
124083,0,1
124166,0,1
124250,0,1
124333,0,1
124416,0,1
124499,0,1
124583,0,1
124666,0,1
124750,0,1
124833,0,1
124916,0,1
125000,0,1
125083,0,1
125166,0,1
125250,0,1
125333,0,1
125416,0,1
125499,0,1
125583,0,1
125666,0,1
125750,0,1
125833,0,1
125916,0,1
126000,0,1
126083,0,1
126166,0,1
126250,0,1
126333,0,1
126416,0,1
126500,0,1
126583,0,1
126666,0,1
126749,0,1
126833,0,0
126916,1,0
127000,1,0
127083,1,0
127166,1,0
127250,0,0
127333,0,0
127416,0,0
127500,0,0
127583,0,0
127666,0,0
127749,0,0
127833,0,0
127916,0,0
128000,0,0
128083,0,0
128166,0,0
128250,0,0
128333,0,0
128416,0,0
128500,0,0
128583,0,0
128666,0,0
128750,0,0
128833,0,0
128916,0,0
128999,0,0
129083,0,0
129166,0,0
129250,0,0
129333,0,0
129416,0,0
129500,0,0
129583,0,0
129666,0,0
129750,0,0
129833,0,0
129916,0,0
129999,0,0
130083,0,0
130166,0,0
130250,0,0
130333,0,0
130416,0,0
130500,0,0
130583,0,0
130666,0,0
130750,0,0
130833,0,0
130916,0,0
131000,0,0
131083,0,0
131166,0,0
131250,0,0
131333,0,0
131416,0,0
131500,0,0
131583,0,0
131666,0,0
131750,0,0
131833,0,0
131916,0,1
132000,0,1
132083,0,1
132166,0,1
132250,0,1
132333,0,1
132416,0,1
132500,0,1
132583,0,1
132666,0,1
132750,0,1
132833,0,1
132916,0,1
133000,0,1
133083,0,1
133166,0,1
133250,0,1
133333,0,1
133416,0,1
133500,0,1
133583,0,1
133666,0,1
133750,0,1
133833,0,1
133916,0,1
134000,0,1
134083,0,1
134166,0,1
134250,0,1
134333,0,1
134416,0,1
134500,0,1
134583,0,1
134666,0,1
134750,0,1
134833,0,1
134916,0,1
135000,0,1
135083,0,1
135166,0,1
135250,0,1
135333,0,1
135416,0,1
135500,0,1
135583,0,1
135666,0,1
135750,0,1
135833,0,1
135916,0,1
136000,0,1
136083,0,1
136166,0,1
136250,0,1
136333,0,1
136416,0,1
136500,0,1
136583,0,1
136666,0,1
136750,0,1
136833,0,0
136916,0,0
137000,0,0
137083,0,0
137166,0,0
137250,0,0
137333,0,0
137416,0,0
137500,0,0
137583,0,0
137666,0,0
137750,0,0
137833,0,0
137916,0,0
138000,0,0
138083,0,0
138166,0,0
138250,0,0
138333,0,0
138416,0,0
138500,0,0
138583,0,0
138666,0,0
138750,0,0
138833,0,0
138916,0,0
139000,0,0
139083,0,0
139166,0,0
139250,0,0
139333,0,0
139416,0,0
139500,0,0
139583,0,0
139666,0,0
139750,0,0
139833,0,0
139916,0,0
140000,0,0
140083,0,0
140166,0,0
140250,0,0
140333,0,0
140416,0,0
140500,0,0
140583,0,0
140666,0,0
140750,0,0
140833,0,0
140916,0,0
141000,0,0
141083,0,0
141166,0,0
141250,0,0
141333,0,0
141416,0,0
141500,0,0
141583,0,0
141666,0,0
141750,0,0
141833,0,0
141916,0,1
142000,0,1
142083,0,1
142166,0,1
142250,0,1
142333,0,1
142416,0,1
142500,0,1
142583,0,1
142666,0,1
142750,0,1
142833,0,1
142916,0,1
143000,0,1
143083,0,1
143166,0,1
143250,0,1
143333,0,1
143416,0,1
143500,0,1
143583,0,1
143666,0,1
143750,0,1
143833,0,1
143916,0,1
144000,0,1
144083,0,1
144166,0,1
144250,0,1
144333,0,1
144416,0,1
144500,0,1
144583,0,1
144666,0,1
144750,0,1
144833,0,1
144916,0,1
145000,0,1
145083,0,1
145166,0,1
145250,0,1
145333,0,1
145416,0,1
145500,0,1
145583,0,1
145666,0,1
145750,0,1
145833,0,1
145916,0,1
146000,0,1
146083,0,1
146166,0,1
146250,0,1
146333,0,1
146416,0,1
146500,0,1
146583,0,1
146666,0,1
146750,0,1
146833,0,0
146916,0,0
147000,0,0
147083,0,0
147166,0,0
147250,1,0
147333,1,0
147416,1,0
147500,1,0
147583,1,0
147666,1,0
147750,1,0
147833,1,0
147916,1,0
148000,1,0
148083,1,0
148166,1,0
148250,1,0
148333,1,0
148416,1,0
148500,1,0
148583,1,0
148666,1,0
148750,1,0
148833,1,0
148916,1,0
149000,1,0
149083,1,0
149166,1,0
149250,1,0
149333,1,0
149416,1,0
149500,1,0
149583,1,0
149666,1,0
149750,1,0
149833,1,0
149916,1,0
150000,1,0
150083,1,0
150166,1,0
150250,1,0
150333,1,0
150416,1,0
150500,1,0
150583,1,0
150666,1,0
150750,1,0
150833,1,0
150916,1,0
151000,1,0
151083,1,0
151166,1,0
151250,1,0
151333,1,0
151416,1,0
151500,1,0
151583,1,0
151666,1,0
151750,1,0
151833,1,0
151916,1,1
152000,1,1
152083,1,1
152166,1,1
152250,1,1
152333,1,1
152416,1,1
152500,1,1
152583,1,1
152666,1,1
152750,1,1
152833,1,1
152916,1,1
153000,1,1
153083,1,1
153166,1,1
153250,1,1
153333,1,1
153416,1,1
153500,1,1
153583,1,1
153666,1,1
153750,1,1
153833,1,1
153916,1,1
154000,1,1
154083,1,1
154166,1,1
154250,1,1
154333,1,1
154416,1,1
154500,1,1
154583,1,1
154666,1,1
154750,1,1
154833,1,1
154916,1,1
155000,1,1
155083,1,1
155166,1,1
155250,1,1
155333,1,1
155416,1,1
155500,1,1
155583,1,1
155666,1,1
155750,1,1
155833,1,1
155916,1,1
156000,1,1
156083,1,1
156166,1,1
156250,1,1
156333,1,1
156416,1,1
156500,1,1
156583,1,1
156666,1,1
156750,1,1
156833,1,0
156916,1,0
157000,1,0
157083,1,0
157166,1,0
157250,1,0
157333,1,0
157416,1,0
157500,1,0
157583,1,0
157666,1,0
157750,1,0
157833,1,0
157916,1,0
158000,1,0
158083,1,0
158166,1,0
158250,1,0
158333,1,0
158416,1,0
158500,1,0
158583,1,0
158666,1,0
158750,1,0
158833,1,0
158916,1,0
159000,1,0
159083,1,0
159166,1,0
159250,1,0
159333,1,0
159416,1,0
159500,1,0
159583,1,0
159666,1,0
159750,1,0
159833,1,0
159916,1,0
160000,1,0
160083,1,0
160166,1,0
160250,1,0
160333,1,0
160416,1,0
160500,1,0
160583,1,0
160666,1,0
160750,1,0
160833,1,0
160916,1,0
161000,1,0
161083,1,0
161166,1,0
161250,1,0
161333,1,0
161416,1,0
161500,1,0
161583,1,0
161666,1,0
161750,1,0
161833,1,1
161916,1,1
162000,1,1
162083,1,1
162166,1,1
162250,1,1
162333,1,1
162416,1,1
162500,1,1
162583,1,1
162666,1,1
162750,1,1
162833,1,1
162916,1,1
163000,1,1
163083,1,1
163166,1,1
163250,1,1
163333,1,1
163416,1,1
163500,1,1
163583,1,1
163666,1,1
163750,1,1
163833,1,1
163916,1,1
164000,1,1
164083,1,1
164166,1,1
164250,1,1
164333,1,1
164416,1,1
164500,1,1
164583,1,1
164666,1,1
164750,1,1
164833,1,1
164916,1,1
165000,1,1
165083,1,1
165166,1,1
165250,1,1
165333,1,1
165416,1,1
165500,1,1
165583,1,1
165666,1,1
165750,1,1
165833,1,1
165916,1,1
166000,1,1
166083,1,1
166166,1,1
166250,1,1
166333,1,1
